trade_id,isin,trade_date,settlement_date,asset_class,notional_eur,price,quantity,bid,ask,mid_price,volume_j,volatility_30d,credit_rating,default_flag,sector,country_risk,volatility_30d_outlier_flag,volume_j_outlier_flag,settlement_date_was_missing,credit_rating_was_missing,bid_was_missing,ask_was_missing,volatility_30d_was_missing,country_risk_was_missing,asset_class_was_missing,counterparty_name_hash,trader_id_hash,counterparty_id_hash
TRD002675,FR0000000044,2024-07-01,2024-07-03,bond,4130971.48,111.1881,37153,110.8783,111.393,111.13565,3148279,64.59,d,0,technology,8.0,0,0,0,0,0,0,0,0,0,9f35de8e44ea372b5e7515c5c3bcb7f9669bb862406294cc1fb85261285fc3ed,c3ceb27c17de4a6b0a59652c6e97db1d84697a31c19298a1a9f4e7dc7b72d18a,77efb69b8aefc1fa218c505b9447765990db987b81c30f70c4a518ec2c70c4a0
TRD004316,FR0000000141,2024-05-23,2024-05-27,bond,2295038.52,111.2692,20626,110.9063,111.3142,111.11025,197578,45.21,bb,0,technology,69.4,0,0,0,0,0,0,0,0,0,eba48b362aec6f28e77dbdbcca0853d05ab088cb49e37b08fbcb260705efacff,45a247caf6b192048a6434d2318c250d6f6f665aca69d9f70c33ec5f5317627c,ad68dc86721e93fb3a7afc896c88ab8091499a3cbcff6b6b4baa96c14f0b9177
TRD007457,FR0000000109,2024-03-19,2024-03-21,bond,2144272.55,90.575,23674,90.4245,90.658,90.54125,3015296,51.65,b,1,industrials,9.9,0,0,0,0,0,0,0,0,0,cdfd0c25ff6b3986359e609239ade036ae7603bff3e28c691214ae4c00b5cf12,38daa8d89fe1d9f21079970e6ae7dac825d1fa942ff926a8a71875dfc3adf1ce,3c53042b6c9e396b93789b3d95014139171f0968131bd6d417169dae000b66f2
TRD008136,FR0000000026,2024-01-05,2024-01-08,bond,3941977.46,89.7209,43936,89.682,89.818,89.75,1388117,45.51,b,1,technology,10.5,0,0,0,0,0,0,1,0,0,c9b4df8ef96578fc68a2548d09e471f44c4bdd4752976c780aaabfec3c0da739,45a247caf6b192048a6434d2318c250d6f6f665aca69d9f70c33ec5f5317627c,3b274186a5adb89e6c36e9236bf4164fedb36e1ab487ba9627bb78aa55dd6acd
TRD007602,FR0000000115,2024-04-30,2024-05-02,equity,4354750.36,146.7679,29671,146.71,147.1511,146.93055,245925,61.59,bb,0,healthcare,11.4,0,0,0,0,0,0,0,0,0,292256403284bf5104395b5f21219b8427f68ee3bf50fc365e5881904058ae2f,c29a13dd73dd8feb3fce9d6c67121a4f33c1022870cdee4281ffc289d11e76d1,6f20cda4e384c96d4c1461a48dde552bf3d17dca2a379c658a876340b9995ac7
TRD000225,FR0000000061,2024-06-19,2024-06-21,derivative,618452.84,13.4382,46022,13.4191,13.4448,13.43195,1969673,45.51,a,0,utilities,53.5,0,0,0,0,0,0,1,0,0,cba9cf11fe42c792281857ce9136ce9e09a1bef80c5d8afa86958e1da489a7a5,a2c8893aa5898d51858235187503e24f8d023251d39ead330cd7d63c450094db,1439ef9f86977da34f609c8662f2c8e96243fa4121ed9c645a63e502c03a9d48
TRD003221,FR0000000004,2024-01-29,2024-01-31,fx,37541.63,1.181,31788,1.180325,1.1854,1.182863,2704670,45.51,bbb,0,technology,43.1,0,0,0,0,0,0,1,0,0,58cca389665c8934d87bde10b2096873c280ec04632aefecb6a55d22d58cc364,5f00f85bea91d353a893e75a16d36a1f4a32658fcf56b16c569931ae0dce1a9b,319cba46fd970389b38b3376296ab68a6d48491c0df43967dce982554f7dd5c5
TRD002948,FR0000000086,2024-02-26,2024-02-28,fx,36407.85,1.4895,24443,1.488909,1.4909,1.489904,3399759,79.49,aa,0,technology,38.8,0,0,0,0,0,0,0,0,0,312b3c69d2e4a2539e63cf202232c4f1c2875efe66b1aa64568173b916916d4e,a2c8893aa5898d51858235187503e24f8d023251d39ead330cd7d63c450094db,cbda24d82bffdc989109b238b9dc824596cba5fa8b21fdc0b2c899c38b896aee
TRD002316,FR0000000059,2024-04-25,2024-04-29,bond,3417593.78,92.1085,37104,91.9988,92.3189,92.15885,3147554,45.51,a,0,healthcare,16.9,0,0,0,0,0,0,1,0,0,035771171635c17389acfd27c349523afb1170639a138e8552a195fe681faa06,1230320bbe62ab58619b31bcf6b4ad7a796c864c205edddff98c6ed298b3bec4,b4fffea3bacbd22b3cefd257096f624f14efcee0dd8169a41de8cd68218f384d
TRD005863,FR0000000024,2024-01-10,2024-01-12,equity,26709599.69,592.1912,45103,592.09,592.5203,592.30515,4724152,71.54,aa,0,financials,23.8,0,0,0,0,0,0,0,0,0,6ba3aef6f74d87238d327c5acdc4a258a626050c05733937835d2b9e0c98893d,761210ee2e9f1afa3b5bfa392cbb5ff5b316c5af8c5da7109fa281cf5782b966,1dc0f52afc63d4704fec7eb1d3ad9b645230abc9c6ac56a548e1991c9def7529
TRD002865,FR0000000083,2024-05-14,2024-05-16,fx,4331.43,1.3608,3183,1.360001,1.3621,1.361051,861417,45.51,b,0,consumer discretionary,20.0,0,0,0,0,0,0,1,0,0,17042f1e29650ca805abd48186b3643ecba4c134765c525665ba96a77910ba14,9dd731a3ff75f242aa3346bd03e7b3e4495692e3d9fa5368a3b185e46b270db6,a7aefaa8b520795833eddfb6830e1edc9c1080b906200e45385eae50ce7d5795
TRD004725,FR0000000115,2024-03-11,2024-03-13,bond,3215804.98,99.752,32238,99.6812,99.8526,99.7669,1537176,69.8,bbb,0,technology,39.9,0,0,0,0,0,0,0,0,0,97e1c0457e3e8b2b9f0bdeff5f92cc3a4d8f87e1107f07e95c0edc2eae5c87ff,c3ceb27c17de4a6b0a59652c6e97db1d84697a31c19298a1a9f4e7dc7b72d18a,5d1a2ec01a0df27c2da7a3815506fcb046381b57a73e615afcba920664259dd1
TRD005921,FR0000000013,2024-02-23,2024-02-26,bond,3043766.05,88.7085,34312,88.6634,89.006,88.8347,1634331,21.99,a,0,consumer discretionary,51.8,0,0,0,0,0,0,0,0,0,e5d543dd4c5391cc3f8d8c44b259c117ef41f0dd4d8e0c0c70e681d48be01707,3d6db0a7e29a5b4d7878381ab04413100ab26498e13c1e83b03d45dae9a468a1,0be3151f95603608128101c878b429131ca17f61a65a98d683c66ba43fefac00
TRD004819,FR0000000002,2024-01-08,2024-01-10,equity,18040793.21,597.892,30174,596.87,598.4688,597.6694,3841453,54.33,aa,0,technology,36.5,0,0,0,0,0,0,0,0,0,312b3c69d2e4a2539e63cf202232c4f1c2875efe66b1aa64568173b916916d4e,38daa8d89fe1d9f21079970e6ae7dac825d1fa942ff926a8a71875dfc3adf1ce,cbda24d82bffdc989109b238b9dc824596cba5fa8b21fdc0b2c899c38b896aee
TRD006532,FR0000000132,2024-05-13,2024-05-15,fx,36181.75,1.1704,30914,1.167959,1.1729,1.17043,385603,42.17,a,0,healthcare,7.8,0,0,0,0,0,0,0,0,0,035771171635c17389acfd27c349523afb1170639a138e8552a195fe681faa06,3927c8f9af6ca5e06bf482897ff3f83d2dadb8c0094ee9671ff4ce64b2b0351e,b4fffea3bacbd22b3cefd257096f624f14efcee0dd8169a41de8cd68218f384d
TRD004724,FR0000000030,2024-07-01,2024-07-03,fx,13389.54,0.9927,13488,0.991714,0.9932,0.992457,3227600,61.62,aa,0,energy,7.5,0,0,0,0,0,0,0,0,0,f73862ddfb5ee6f5b4354868585772cac6fcfbc2c7617c3e6aa8ae1501148dd8,28c28463a46f74365f6985508b1f8fff05ea4b0ee2f3b96831e54fb15ec6b188,6d6e82c693ecb124dc79362ccdfa40f80588c7281cf48775c6d64fbada750585
TRD002518,FR0000000144,2024-03-05,2024-03-07,derivative,554471.1,36.3683,15246,36.3459,36.3786,36.36225,3950152,45.51,bbb,0,financials,52.1,0,0,0,0,0,0,1,0,0,ec6126b1d9bc176546be78e3d637254d7eac39657deae1d045e4f81db7510ede,c3ceb27c17de4a6b0a59652c6e97db1d84697a31c19298a1a9f4e7dc7b72d18a,d69a979a1834268a96bfbc591ba6800183dd2cd5201cc8c91d626ebf17cb9872
TRD000402,FR0000000084,2024-05-06,2024-05-08,fx,56871.99,1.4239,39941,1.421311,1.4248,1.423056,4807733,63.83,nr,0,financials,21.6,0,0,0,1,0,0,0,0,0,6ba3aef6f74d87238d327c5acdc4a258a626050c05733937835d2b9e0c98893d,ff4976dc058dd35e7b52d7873c5fb3682e341154146d211ed85e33d711c2a037,1dc0f52afc63d4704fec7eb1d3ad9b645230abc9c6ac56a548e1991c9def7529
TRD003668,FR0000000146,2024-05-31,2024-06-03,equity,6163361.08,575.8536,10703,575.6,576.4922,576.0461,4075907,53.33,nr,0,technology,27.5,0,0,0,1,0,0,0,0,0,b529f7600e41e497182f7870990af3945f515807bc5fd28c6bcbd34485dc5bcb,26514d4366d12e701dae1a73fc47f74535519a86ac41dceee760e1bba51383f0,514ac77a4966fbd19c75f018b26c7739b2466f589aad7495964acb12df8e80a5
TRD003396,FR0000000092,2024-06-06,2024-06-10,fx,6974.56,0.8396,8307,0.839481,0.8399,0.83969,458011,80.38,bbb,0,real estate,39.6,0,0,0,0,0,0,0,0,0,ec7e07d6d73aa55a0caca00f7fc324a26cda6b8152f379f0045372a8242b0eee,761210ee2e9f1afa3b5bfa392cbb5ff5b316c5af8c5da7109fa281cf5782b966,e0071f158b14bc9d69d091e47b9d58156137e752f37fe590414a93bba4ebff8c
TRD005362,FR0000000031,2024-06-27,2024-07-01,bond,340668.06,108.2173,3148,108.1546,108.5483,108.35145,4957322,7.43,bb,0,financials,39.7,0,0,0,0,0,0,0,0,0,cea9e6f2335c6997497557b68030c92dd02185be4ea229136aaac93d9f875dc2,28c28463a46f74365f6985508b1f8fff05ea4b0ee2f3b96831e54fb15ec6b188,333fc0a5a5762840832635cf1e55f2ce92ab1eb7f5826361472b3238b4d9fb13
TRD005167,FR0000000063,2024-03-12,2024-03-14,bond,2027472.82,112.8317,17969,112.7193,113.1747,112.947,2657731,45.51,bbb,0,technology,42.8,0,0,0,0,0,0,1,0,0,68735d74b63994eb6a3c5c57f2bdad4ecfc3ecfdf0ca341a9d02d96740d6888b,9dd731a3ff75f242aa3346bd03e7b3e4495692e3d9fa5368a3b185e46b270db6,636e978d6dce47dc89903c81489d40107e95b2a4c0716f1a039c9e38989a652e
TRD005360,FR0000000085,2024-06-05,2024-06-07,fx,39291.48,0.9158,42904,0.915591,0.9162,0.915896,4175080,23.37,bb,0,energy,17.7,0,0,0,0,0,0,0,0,0,5c6826966ba47749e387d9639e944a50b302ab8a6c6156c20782304f98faa6e6,3927c8f9af6ca5e06bf482897ff3f83d2dadb8c0094ee9671ff4ce64b2b0351e,3ab22f091c6f39b0a8cc85d808681b44a3e4bc052bea64e29443248038c3c5a2
TRD001746,FR0000000069,2024-03-05,2024-03-07,fx,38574.01,1.2147,31756,1.214498,1.2164,1.215449,3403624,56.57,nr,0,technology,40.4,0,0,0,1,0,0,0,0,0,68735d74b63994eb6a3c5c57f2bdad4ecfc3ecfdf0ca341a9d02d96740d6888b,2c583c5e437aeb30a4b7e240da5fc09375afe5f1a64c13142f970b7ffe12b06a,636e978d6dce47dc89903c81489d40107e95b2a4c0716f1a039c9e38989a652e
TRD007920,FR0000000014,2024-02-13,2024-02-15,equity,22384709.14,596.4961,37527,595.88,597.2608,596.5704,2860718,33.08,bbb,0,technology,41.3,0,0,0,0,0,0,0,0,0,68735d74b63994eb6a3c5c57f2bdad4ecfc3ecfdf0ca341a9d02d96740d6888b,f0b16c34cbd1fe44607b2a2a0e2f8e6f09eefa52f5beac70615e94b14293678c,636e978d6dce47dc89903c81489d40107e95b2a4c0716f1a039c9e38989a652e
TRD008566,FR0000000016,2024-06-03,2024-06-05,equity,4954906.32,719.7714,6884,717.84,720.4055,719.12275,2788040,45.51,bb,0,consumer discretionary,13.6,0,0,0,0,0,0,1,0,0,8656d2d7fd50be6f0d289026f8f61cae4d845c63fc57ff66edcedd0161abe29c,d067e379490cea7a30305b4977258ce4da1e4bddde10ccec9302e5291a71481d,78d35f103b100d7cfbfab46e7d523baa36ac51a136c69a18b7ada521c1496cb4
TRD005267,FR0000000122,2024-06-10,2024-06-12,fx,9068.0,1.0753,8433,1.074226,1.0771,1.075663,4631976,80.22,b,0,industrials,12.8,0,0,0,0,0,0,0,0,0,cdfd0c25ff6b3986359e609239ade036ae7603bff3e28c691214ae4c00b5cf12,2c583c5e437aeb30a4b7e240da5fc09375afe5f1a64c13142f970b7ffe12b06a,3c53042b6c9e396b93789b3d95014139171f0968131bd6d417169dae000b66f2
TRD002689,FR0000000062,2024-04-26,2024-04-29,derivative,1929367.13,43.3186,44539,43.2342,43.3753,43.30475,4515076,80.61,bbb,0,utilities,72.9,0,0,0,0,0,0,0,0,0,b1cf1ea2de50638aaf8c4fb058c7752f3b6a3f0330ea2fbc4aff0299f1aaf036,72906a7176a3a0dc0a78c45f015b2eafe3e556725cecd30ce641954f182b24b4,ad1d3e46d025d2d48cc212afc2a62ace520fce791badf64bad3401ef2cdef37a
TRD002040,FR0000000017,2024-05-24,2024-05-27,fx,20929.16,0.8974,23322,0.896395,0.8991,0.897748,50815,8.08,a,0,financials,35.0,0,0,0,0,0,0,0,0,0,f910def6426247ee203ac62a2113e30a0f15b621b0667db7df59f8002609f66c,0154091366bc155c6e8f4399ee20e439f61c6180df4a4f84860795aa854b205a,4772c6c4b2e3a88e8065298a4e3ca0c9e02c4bf6e1642bffce0dac2c1bacafc3
TRD006448,FR0000000135,2024-01-11,2024-01-15,derivative,1504425.14,40.8989,36784,40.8185,40.9387,40.8786,130793,45.87,nr,0,consumer discretionary,11.4,0,0,0,1,0,0,0,0,0,23ecc7320a0f39b4da125a1acc97cd66288d0822406cb383523bd40518c43b2b,3927c8f9af6ca5e06bf482897ff3f83d2dadb8c0094ee9671ff4ce64b2b0351e,be0bf8e1d7bd29a15c046159f6d6c288ee764ea569e76b268e284a7cf1b0157d
TRD001428,FR0000000052,2024-05-27,2024-05-29,equity,843103.39,40.7848,20672,40.77,40.8034,40.7867,736652,59.44,a,0,utilities,50.2,0,0,0,0,0,0,0,0,0,cba9cf11fe42c792281857ce9136ce9e09a1bef80c5d8afa86958e1da489a7a5,28c28463a46f74365f6985508b1f8fff05ea4b0ee2f3b96831e54fb15ec6b188,1439ef9f86977da34f609c8662f2c8e96243fa4121ed9c645a63e502c03a9d48
TRD007807,FR0000000058,2024-06-24,2024-06-26,equity,4931412.6,259.7531,18985,259.57,259.7747,259.67235,2947843,56.65,bbb,0,financials,55.6,0,0,0,0,0,0,0,0,0,ec6126b1d9bc176546be78e3d637254d7eac39657deae1d045e4f81db7510ede,26514d4366d12e701dae1a73fc47f74535519a86ac41dceee760e1bba51383f0,d69a979a1834268a96bfbc591ba6800183dd2cd5201cc8c91d626ebf17cb9872
TRD000414,FR0000000136,2024-05-27,2024-05-29,equity,18377298.67,395.8833,46421,394.68,396.1004,395.3902,2978336,27.97,b,0,industrials,19.6,0,0,0,0,0,0,0,0,0,1ee12a48db3d84a36ea106bcdd6580969700c6684e9af2b3386fb639996f504e,2f234f032c18ad31a8e69a13526f20fed513bdcd1e868e59e4c686042f6a56d3,9a98694dba93816f76dde2b3da7d16bfa1ad4ebe5785684b064bd319300aa028
TRD003101,FR0000000046,2024-01-26,2024-01-29,fx,26721.74,1.2692,21054,1.267463,1.2715,1.269482,913286,11.86,a,0,utilities,22.7,0,0,0,0,0,0,0,0,0,e7943185bb91358a0886acc9be977cfdf1641048882d97918eb347c6895b1de0,e655d471e4387d17cd12ca7b0bf6ca129a7d73d55cedf41b2fff576c266994cf,787aa91c3405e16afbc53b6fd7b57d25f72921c5faf06f3d85989904fab87e4e
TRD007542,FR0000000053,2024-03-25,2024-03-27,fx,18047.84,0.9358,19286,0.934621,0.9389,0.93676,31242,19.54,a,0,consumer discretionary,56.3,0,0,0,0,0,0,0,0,0,e5d543dd4c5391cc3f8d8c44b259c117ef41f0dd4d8e0c0c70e681d48be01707,3ef31f0a77b333bbf0ff9d2fc40d8c698a6f934b6336f9c67147093f5ad11377,0be3151f95603608128101c878b429131ca17f61a65a98d683c66ba43fefac00
TRD005109,FR0000000113,2024-03-18,2024-03-20,fx,27864.14,1.3192,21122,1.318996,1.3197,1.319348,2561658,70.89,bbb,0,financials,53.6,0,0,0,0,0,0,0,0,0,ec6126b1d9bc176546be78e3d637254d7eac39657deae1d045e4f81db7510ede,5f00f85bea91d353a893e75a16d36a1f4a32658fcf56b16c569931ae0dce1a9b,d69a979a1834268a96bfbc591ba6800183dd2cd5201cc8c91d626ebf17cb9872
TRD001140,FR0000000072,2024-06-24,2024-06-26,derivative,1212966.02,30.1156,40277,30.0891,30.1948,30.14195,2484767,76.24,bbb,0,healthcare,67.8,0,0,0,0,0,0,0,0,0,322956d7abd6a38b18836a67ac60732943320a9c5e662e955e9a695ff5bb5a5b,fb06d9cf4462b4526ffe0bce528af4a3c0a1df1c64f283cc09ba4b35a2152220,89ec9fa9df9dd6894206052923fab870535a6f3959e6c71ba500e0a120bc0eb4
TRD005322,FR0000000094,2024-06-03,2024-06-05,derivative,419137.69,14.1658,29588,14.1472,14.1889,14.16805,286431,76.4,nr,0,industrials,41.1,0,0,0,1,0,0,0,0,0,5e78fdb00b11408b08a651d3745bef4065d5864f28094e46f7b2d9233f93edf4,3927c8f9af6ca5e06bf482897ff3f83d2dadb8c0094ee9671ff4ce64b2b0351e,7f2a99118d5940d7c7a89b8ea1da390658b07438c67938cb56c094048403b59f
TRD002884,FR0000000093,2024-02-05,2024-02-07,equity,1444533.22,85.7188,16852,85.64,85.7436,85.6918,622334,7.22,b,0,technology,19.2,0,0,0,0,0,0,0,0,0,c9b4df8ef96578fc68a2548d09e471f44c4bdd4752976c780aaabfec3c0da739,ff4976dc058dd35e7b52d7873c5fb3682e341154146d211ed85e33d711c2a037,3b274186a5adb89e6c36e9236bf4164fedb36e1ab487ba9627bb78aa55dd6acd
TRD004956,FR0000000023,2024-05-23,2024-05-27,bond,3121776.68,91.1308,34256,90.9617,91.4159,91.1888,4030590,43.92,bbb,0,industrials,50.2,0,0,0,0,0,0,0,0,0,a9b9873f97332de9460e354e9122b0936a54f36e01e04c10e3132c70bce98c86,fb06d9cf4462b4526ffe0bce528af4a3c0a1df1c64f283cc09ba4b35a2152220,16ff224346724402a1fd9877dc28dfcd38324ca51ae85eeeb007ef9188d69030
TRD000116,FR0000000112,2024-04-01,2024-04-03,derivative,1418370.06,32.1728,44086,32.1537,32.2843,32.219,271226,56.0,d,0,technology,10.7,0,0,0,0,0,0,0,0,0,9f35de8e44ea372b5e7515c5c3bcb7f9669bb862406294cc1fb85261285fc3ed,2f234f032c18ad31a8e69a13526f20fed513bdcd1e868e59e4c686042f6a56d3,77efb69b8aefc1fa218c505b9447765990db987b81c30f70c4a518ec2c70c4a0
TRD008388,FR0000000027,2024-03-20,2024-03-22,bond,4161074.77,102.4971,40597,102.4278,102.7661,102.59695,4938255,50.1,a,0,technology,55.6,0,0,0,0,0,0,0,0,0,db06d340b4e8e68ffca7d87898df665bc80010bba6b9d7d3796fb999a29c4f8b,c29a13dd73dd8feb3fce9d6c67121a4f33c1022870cdee4281ffc289d11e76d1,1819fe77d699b2de13c73a0046e8ac9e1172bcf649a1fa187a7e462241714b00
TRD003163,FR0000000010,2024-07-01,2024-07-03,equity,27421925.21,588.0243,46634,587.76,588.7412,588.2506,4624884,48.9,bb,0,healthcare,40.0,0,0,0,0,0,0,0,0,0,271d62662f4dc519d03c6a590e5833e7a4d5a9d78d6c2284ced8ad0ee172e661,9dd731a3ff75f242aa3346bd03e7b3e4495692e3d9fa5368a3b185e46b270db6,321ceeae9fb5cec6af828b7dac6f1001ed8910031e1e4dd4235432cc6815290c
TRD003627,FR0000000006,2024-04-01,2024-04-03,fx,46321.16,1.2645,36632,1.25975,1.266,1.262875,183334,56.02,d,1,industrials,37.5,0,0,0,1,0,0,0,0,0,5e78fdb00b11408b08a651d3745bef4065d5864f28094e46f7b2d9233f93edf4,a2c8893aa5898d51858235187503e24f8d023251d39ead330cd7d63c450094db,7f2a99118d5940d7c7a89b8ea1da390658b07438c67938cb56c094048403b59f
TRD003126,FR0000000139,2024-06-24,2024-06-26,equity,104100.58,525.7605,198,525.65,526.6699,526.15995,4090905,49.96,bb,0,energy,19.9,0,0,0,0,0,0,0,0,0,5c6826966ba47749e387d9639e944a50b302ab8a6c6156c20782304f98faa6e6,ff4976dc058dd35e7b52d7873c5fb3682e341154146d211ed85e33d711c2a037,3ab22f091c6f39b0a8cc85d808681b44a3e4bc052bea64e29443248038c3c5a2
TRD007434,FR0000000139,2024-03-25,2024-03-27,derivative,2051045.7,48.73,42090,48.6326,48.8569,48.74475,4365351,80.71,b,1,healthcare,43.1,0,0,0,0,0,0,0,0,0,3961d3483dc07abf20ef23c1279aa2bfd776a1c96193c784321d0ebdd58b7cc0,c3ceb27c17de4a6b0a59652c6e97db1d84697a31c19298a1a9f4e7dc7b72d18a,32326423f44b98411268d93a48635c80021b692871240c14cf356969b7362dc7
TRD003052,FR0000000090,2024-01-17,2024-01-19,fx,19484.48,1.4682,13271,1.467864,1.469,1.468432,4155673,77.03,ccc,1,financials,37.8,0,0,0,0,0,0,0,0,0,cea9e6f2335c6997497557b68030c92dd02185be4ea229136aaac93d9f875dc2,5f00f85bea91d353a893e75a16d36a1f4a32658fcf56b16c569931ae0dce1a9b,8163d124a5114cd5b1107d22548026ab98c5ed945adb0aef7ba007f447312e3a
TRD007034,FR0000000008,2024-02-05,2024-02-07,bond,3816540.9,114.2848,33395,113.7939,114.3517,114.0728,4952456,45.51,a,0,healthcare,12.5,0,0,0,0,0,0,1,0,0,035771171635c17389acfd27c349523afb1170639a138e8552a195fe681faa06,2f234f032c18ad31a8e69a13526f20fed513bdcd1e868e59e4c686042f6a56d3,b4fffea3bacbd22b3cefd257096f624f14efcee0dd8169a41de8cd68218f384d
TRD005627,FR0000000126,2024-03-22,2024-03-25,derivative,424495.5,21.7389,19527,21.715,21.7577,21.73635,933780,38.87,d,1,technology,15.3,0,0,0,0,0,0,0,0,0,9f35de8e44ea372b5e7515c5c3bcb7f9669bb862406294cc1fb85261285fc3ed,c3ceb27c17de4a6b0a59652c6e97db1d84697a31c19298a1a9f4e7dc7b72d18a,77efb69b8aefc1fa218c505b9447765990db987b81c30f70c4a518ec2c70c4a0
TRD006511,FR0000000131,2024-04-23,2024-04-25,fx,38422.9,1.0363,37077,1.03543,1.0374,1.036415,2481119,10.79,nr,0,healthcare,11.1,0,0,0,1,0,0,0,0,0,f546dc9858b23194d1d7ced5ff7cd0fcf846b804981ca0f0d5c754890d5bf2e9,761210ee2e9f1afa3b5bfa392cbb5ff5b316c5af8c5da7109fa281cf5782b966,7e3d1dc029e2984c81053d0b089efcfeff87c6c823f851e8983e2bd001de4305
TRD005282,FR0000000060,2024-02-16,2024-02-19,fx,20202.3,1.1124,18161,1.109893,1.1131,1.111496,2393313,80.15,d,0,technology,10.5,0,0,0,0,0,0,0,0,0,9f35de8e44ea372b5e7515c5c3bcb7f9669bb862406294cc1fb85261285fc3ed,e655d471e4387d17cd12ca7b0bf6ca129a7d73d55cedf41b2fff576c266994cf,77efb69b8aefc1fa218c505b9447765990db987b81c30f70c4a518ec2c70c4a0
TRD006892,FR0000000131,2024-06-24,2024-06-26,fx,2618.9734,1.4499,450,1.44863,1.4521,1.450365,1766382,28.83,bbb,0,energy,22.0,0,0,0,0,0,0,0,0,0,67f724dfa4e67952799e9bf288a7e323263b68a67d7dcbaa1aa97a9c6dfbb82c,3ef31f0a77b333bbf0ff9d2fc40d8c698a6f934b6336f9c67147093f5ad11377,02224dee630e1df74793ca858299741da2ef3803e6785a7360e9e749ed40e3c0
TRD000927,FR0000000089,2024-05-03,2024-05-06,equity,11970620.97,385.49,31053,384.58,385.9608,385.2704,813837,58.47,ccc,0,financials,42.0,0,0,0,0,0,0,0,0,0,cea9e6f2335c6997497557b68030c92dd02185be4ea229136aaac93d9f875dc2,c3ceb27c17de4a6b0a59652c6e97db1d84697a31c19298a1a9f4e7dc7b72d18a,8163d124a5114cd5b1107d22548026ab98c5ed945adb0aef7ba007f447312e3a
TRD004271,FR0000000048,2024-06-27,2024-07-01,fx,25817.56,1.017,25386,1.01577,1.0197,1.017735,3040759,81.54,ccc,1,financials,37.4,0,0,0,0,0,0,0,0,0,cea9e6f2335c6997497557b68030c92dd02185be4ea229136aaac93d9f875dc2,3ef31f0a77b333bbf0ff9d2fc40d8c698a6f934b6336f9c67147093f5ad11377,8163d124a5114cd5b1107d22548026ab98c5ed945adb0aef7ba007f447312e3a
TRD002915,FR0000000088,2024-01-16,2024-01-18,fx,47934.01,1.3225,36245,1.319452,1.3253,1.322376,136486,55.61,bb,0,healthcare,43.5,0,0,0,0,0,0,0,0,0,271d62662f4dc519d03c6a590e5833e7a4d5a9d78d6c2284ced8ad0ee172e661,ff4976dc058dd35e7b52d7873c5fb3682e341154146d211ed85e33d711c2a037,321ceeae9fb5cec6af828b7dac6f1001ed8910031e1e4dd4235432cc6815290c
TRD003786,FR0000000142,2024-01-15,2024-01-17,fx,16249.0,1.1991,13551,1.19681,1.2011,1.198955,661308,60.35,nr,0,consumer discretionary,18.1,0,0,0,1,0,0,0,0,0,8656d2d7fd50be6f0d289026f8f61cae4d845c63fc57ff66edcedd0161abe29c,fb06d9cf4462b4526ffe0bce528af4a3c0a1df1c64f283cc09ba4b35a2152220,78d35f103b100d7cfbfab46e7d523baa36ac51a136c69a18b7ada521c1496cb4
TRD000928,FR0000000035,2024-02-05,2024-02-07,fx,64556.09,1.3459,47965,1.341282,1.3474,1.344341,4929322,74.81,bb,0,financials,56.2,0,0,0,0,0,0,0,0,0,6889444dd18e9fc5cde5c8ad799e66d31af402594f71151b9f832a8739d968d4,e45f0c8575eb36a66c5b1b73f67205969b928b7f0eb3240aef25ff90ee6b7c04,1c62be0806f85e36a48bf75837ce03c8b51c5b2eed0cca7bb4e0bd3bf5e32336
TRD006181,FR0000000022,2024-02-01,2024-02-05,fx,56608.71,1.501,37714,1.49966,1.5049,1.50228,2573267,30.57,bbb,0,real estate,39.6,0,0,0,0,0,0,0,0,0,ec7e07d6d73aa55a0caca00f7fc324a26cda6b8152f379f0045372a8242b0eee,e655d471e4387d17cd12ca7b0bf6ca129a7d73d55cedf41b2fff576c266994cf,e0071f158b14bc9d69d091e47b9d58156137e752f37fe590414a93bba4ebff8c
TRD006147,FR0000000063,2024-01-19,2024-01-22,fx,14082.17,0.9544,14755,0.954283,0.9549,0.954592,527383,79.73,bb,0,technology,70.8,0,0,0,0,0,0,0,0,0,eba48b362aec6f28e77dbdbcca0853d05ab088cb49e37b08fbcb260705efacff,c3ceb27c17de4a6b0a59652c6e97db1d84697a31c19298a1a9f4e7dc7b72d18a,ad68dc86721e93fb3a7afc896c88ab8091499a3cbcff6b6b4baa96c14f0b9177
TRD008370,FR0000000093,2024-03-11,2024-03-13,fx,51030.46,1.471,34691,48.01285,48.11725,1.4714,855825,10.63,bbb,0,real estate,40.2,0,0,0,0,1,1,0,0,0,ec7e07d6d73aa55a0caca00f7fc324a26cda6b8152f379f0045372a8242b0eee,a2c8893aa5898d51858235187503e24f8d023251d39ead330cd7d63c450094db,e0071f158b14bc9d69d091e47b9d58156137e752f37fe590414a93bba4ebff8c
TRD002297,FR0000000043,2024-01-29,2024-01-31,equity,13035376.62,279.6931,46606,279.4,280.0587,279.72935,4867966,48.38,d,1,consumer discretionary,18.9,0,0,0,1,0,0,0,0,0,8bc3ec8696c9a0f62a8e9fea37800e5b06408533a5ecc6b8e53dd5604f87adf3,2f234f032c18ad31a8e69a13526f20fed513bdcd1e868e59e4c686042f6a56d3,4bc873969484f8c465ab82553baaa5b97bdf91bfa8e496a89b4b1ee719318e2b
